run_id,timestamp,epoch,build_order,phase,template,site_code,target,seconds,note
1789692229-3139762,2026-09-18T05:02:22+02:00,1789700542,parallel,build,12_dusuk,12_dusuk,x86-64,486,
1789692229-3139762,2026-09-18T05:04:11+02:00,1789700651,parallel,build,12_dusuk,12_dusuk,ath79-generic,624,
1789692229-3139762,2026-09-18T05:04:42+02:00,1789700682,parallel,build,12_dusuk,12_dusuk,ipq40xx-generic,512,
1789692229-3139762,2026-09-18T05:05:49+02:00,1789700749,parallel,build,12_dusuk,12_dusuk,mediatek-filogic,554,
1789692229-3139762,2026-09-18T05:06:29+02:00,1789700789,parallel,build,12_dusuk,12_dusuk,ramips-mt76x8,537,
1789692229-3139762,2026-09-18T05:09:51+02:00,1789700991,parallel,build,21_dias,21_dias,ramips-mt7621,530,
1789692229-3139762,2026-09-18T05:12:23+02:00,1789701143,parallel,build,21_dias,21_dias,x86-64,590,
1789692229-3139762,2026-09-18T05:13:24+02:00,1789701204,parallel,build,21_dias,21_dias,mediatek-filogic,453,
1789692229-3139762,2026-09-18T05:13:31+02:00,1789701211,parallel,build,21_dias,21_dias,ipq40xx-generic,461,
1789692229-3139762,2026-09-18T05:14:49+02:00,1789701289,parallel,build,21_dias,21_dias,ramips-mt76x8,474,
1789692229-3139762,2026-09-18T05:15:21+02:00,1789701321,parallel,build,21_dias,21_dias,ath79-generic,573,
1789692229-3139762,2026-09-18T05:19:53+02:00,1789701593,parallel,build,24_dusukw,24_dusukw,ramips-mt7621,524,
1789692229-3139762,2026-09-18T05:20:55+02:00,1789701655,parallel,build,24_dusukw,24_dusukw,mediatek-filogic,438,
1789692229-3139762,2026-09-18T05:21:08+02:00,1789701668,parallel,build,24_dusukw,24_dusukw,ipq40xx-generic,452,
1789692229-3139762,2026-09-18T05:21:41+02:00,1789701701,parallel,build,24_dusukw,24_dusukw,x86-64,518,
1789692229-3139762,2026-09-18T05:23:43+02:00,1789701823,parallel,build,24_dusukw,24_dusukw,ramips-mt76x8,477,
1789692229-3139762,2026-09-18T05:26:38+02:00,1789701998,parallel,build,24_dusukw,24_dusukw,ath79-generic,603,
1789692229-3139762,2026-09-18T05:29:33+02:00,1789702173,parallel,build,18_nefuk,18_nefuk,mediatek-filogic,513,
1789692229-3139762,2026-09-18T05:30:33+02:00,1789702233,parallel,build,18_nefuk,18_nefuk,ramips-mt7621,592,
1789692229-3139762,2026-09-18T05:30:46+02:00,1789702246,parallel,build,18_nefuk,18_nefuk,ipq40xx-generic,548,
1789692229-3139762,2026-09-18T05:31:37+02:00,1789702297,parallel,build,18_nefuk,18_nefuk,x86-64,593,
1789692229-3139762,2026-09-18T05:32:51+02:00,1789702371,parallel,build,18_nefuk,18_nefuk,ramips-mt76x8,537,
1789692229-3139762,2026-09-18T05:38:26+02:00,1789702706,parallel,build,48_rdvw,48_rdvw,mediatek-filogic,482,
1789692229-3139762,2026-09-18T05:38:26+02:00,1789702706,parallel,build,18_nefuk,18_nefuk,ath79-generic,640,
1789692229-3139762,2026-09-18T05:39:34+02:00,1789702774,parallel,build,48_rdvw,48_rdvw,ipq40xx-generic,510,
1789692229-3139762,2026-09-18T05:41:00+02:00,1789702861,parallel,build,48_rdvw,48_rdvw,ramips-mt7621,620,
1789692229-3139762,2026-09-18T05:41:59+02:00,1789702919,parallel,build,48_rdvw,48_rdvw,x86-64,596,
1789692229-3139762,2026-09-18T05:42:15+02:00,1789702935,parallel,build,48_rdvw,48_rdvw,ramips-mt76x8,530,
1789692229-3139762,2026-09-18T05:47:05+02:00,1789703225,parallel,build,03_rat,03_rat,mpc85xx-p1020,457,
1789692229-3139762,2026-09-18T05:47:11+02:00,1789703231,parallel,build,03_rat,03_rat,ramips-mt7620,393,
1789692229-3139762,2026-09-18T05:47:52+02:00,1789703272,parallel,build,48_rdvw,48_rdvw,ath79-generic,507,
1789692229-3139762,2026-09-18T05:51:50+02:00,1789703510,parallel,build,05_mon,05_mon,mpc85xx-p1020,280,
1789692229-3139762,2026-09-18T05:51:50+02:00,1789703510,parallel,build,05_mon,05_mon,ramips-mt7620,276,
1789692229-3139762,2026-09-18T05:56:56+02:00,1789703816,parallel,build,12_dusuk,12_dusuk,ramips-mt7620,266,
1789692229-3139762,2026-09-18T05:56:57+02:00,1789703817,parallel,build,12_dusuk,12_dusuk,mpc85xx-p1020,266,
1789692229-3139762,2026-09-18T06:02:09+02:00,1789704129,parallel,build,21_dias,21_dias,ramips-mt7620,265,
1789692229-3139762,2026-09-18T06:02:15+02:00,1789704135,parallel,build,21_dias,21_dias,mpc85xx-p1020,271,
1789692229-3139762,2026-09-18T06:06:39+02:00,1789704399,parallel,build,24_dusukw,24_dusukw,ramips-mt7620,264,
1789692229-3139762,2026-09-18T06:07:04+02:00,1789704424,parallel,build,24_dusukw,24_dusukw,mpc85xx-p1020,288,
1789692229-3139762,2026-09-18T06:11:27+02:00,1789704687,parallel,build,18_nefuk,18_nefuk,ramips-mt7620,264,
1789692229-3139762,2026-09-18T06:12:05+02:00,1789704725,parallel,build,18_nefuk,18_nefuk,mpc85xx-p1020,299,
1789692229-3139762,2026-09-18T06:16:29+02:00,1789704989,parallel,build,48_rdvw,48_rdvw,ramips-mt7620,267,
1789692229-3139762,2026-09-18T06:17:08+02:00,1789705028,parallel,build,48_rdvw,48_rdvw,mpc85xx-p1020,300,
1789692229-3139762,2026-09-18T06:17:31+02:00,1789705051,parallel,finalize,01_vel,01_vel,-,19,
1789692229-3139762,2026-09-18T06:17:46+02:00,1789705066,parallel,finalize,03_rat,03_rat,-,15,
1789692229-3139762,2026-09-18T06:18:00+02:00,1789705080,parallel,finalize,05_mon,05_mon,-,14,
1789692229-3139762,2026-09-18T06:18:15+02:00,1789705095,parallel,finalize,12_dusuk,12_dusuk,-,14,
1789692229-3139762,2026-09-18T06:18:26+02:00,1789705106,parallel,finalize,21_dias,21_dias,-,12,
1789692229-3139762,2026-09-18T06:18:37+02:00,1789705117,parallel,finalize,24_dusukw,24_dusukw,-,11,
1789692229-3139762,2026-09-18T06:18:48+02:00,1789705128,parallel,finalize,18_nefuk,18_nefuk,-,11,
1789692229-3139762,2026-09-18T06:18:59+02:00,1789705139,parallel,finalize,48_rdvw,48_rdvw,-,11,
