run_id,timestamp,epoch,build_order,phase,template,site_code,target,seconds,note
1789669160-1492309,2026-09-17T22:47:09+02:00,1789678029,parallel,build,21_dias,21_dias,ath79-generic,685,
1789669160-1492309,2026-09-17T22:47:45+02:00,1789678065,parallel,build,24_dusukw,24_dusukw,mediatek-filogic,489,
1789669160-1492309,2026-09-17T22:48:56+02:00,1789678136,parallel,build,24_dusukw,24_dusukw,x86-64,519,
1789669160-1492309,2026-09-17T22:50:57+02:00,1789678257,parallel,build,24_dusukw,24_dusukw,ramips-mt76x8,502,
1789669160-1492309,2026-09-17T22:51:19+02:00,1789678279,parallel,build,24_dusukw,24_dusukw,ipq40xx-generic,513,
1789669160-1492309,2026-09-17T22:52:17+02:00,1789678337,parallel,build,24_dusukw,24_dusukw,ramips-mt7621,582,
1789669160-1492309,2026-09-17T22:54:25+02:00,1789678465,parallel,build,48_rdvw,48_rdvw,ramips-mt7620,453,
1789669160-1492309,2026-09-17T22:56:16+02:00,1789678576,parallel,build,18_nefuk,18_nefuk,mediatek-filogic,470,
1789669160-1492309,2026-09-17T22:57:11+02:00,1789678631,parallel,build,18_nefuk,18_nefuk,x86-64,468,
1789669160-1492309,2026-09-17T22:59:21+02:00,1789678761,parallel,build,18_nefuk,18_nefuk,ramips-mt76x8,469,
1789669160-1492309,2026-09-17T23:00:42+02:00,1789678842,parallel,build,24_dusukw,24_dusukw,ath79-generic,784,
1789669160-1492309,2026-09-17T23:00:51+02:00,1789678851,parallel,build,18_nefuk,18_nefuk,ipq40xx-generic,554,
1789669160-1492309,2026-09-17T23:02:11+02:00,1789678931,parallel,build,18_nefuk,18_nefuk,ramips-mt7621,575,
1789669160-1492309,2026-09-17T23:05:16+02:00,1789679116,parallel,build,48_rdvw,48_rdvw,mediatek-filogic,528,
1789669160-1492309,2026-09-17T23:07:02+02:00,1789679222,parallel,build,48_rdvw,48_rdvw,x86-64,570,
1789669160-1492309,2026-09-17T23:08:24+02:00,1789679304,parallel,build,48_rdvw,48_rdvw,ramips-mt76x8,458,
1789669160-1492309,2026-09-17T23:08:49+02:00,1789679329,parallel,build,48_rdvw,48_rdvw,ipq40xx-generic,473,
1789669160-1492309,2026-09-17T23:10:39+02:00,1789679439,parallel,build,48_rdvw,48_rdvw,ramips-mt7621,470,
1789669160-1492309,2026-09-17T23:10:41+02:00,1789679441,parallel,build,18_nefuk,18_nefuk,ath79-generic,595,
1789669160-1492309,2026-09-17T23:18:22+02:00,1789679902,parallel,build,48_rdvw,48_rdvw,ath79-generic,387,
1789669160-1492309,2026-09-17T23:19:22+02:00,1789679962,parallel,finalize,01_vel,01_vel,-,17,
1789669160-1492309,2026-09-17T23:19:37+02:00,1789679977,parallel,finalize,03_rat,03_rat,-,15,
1789669160-1492309,2026-09-17T23:19:52+02:00,1789679992,parallel,finalize,05_mon,05_mon,-,14,
1789669160-1492309,2026-09-17T23:20:05+02:00,1789680005,parallel,finalize,12_dusuk,12_dusuk,-,13,
1789669160-1492309,2026-09-17T23:20:16+02:00,1789680016,parallel,finalize,21_dias,21_dias,-,11,
1789669160-1492309,2026-09-17T23:20:27+02:00,1789680027,parallel,finalize,24_dusukw,24_dusukw,-,11,
1789669160-1492309,2026-09-17T23:20:38+02:00,1789680038,parallel,finalize,18_nefuk,18_nefuk,-,11,
1789669160-1492309,2026-09-17T23:20:49+02:00,1789680049,parallel,finalize,48_rdvw,48_rdvw,-,10,
